Claim ID,Item Type,Item ID,Item Label,Item URL,Item Status,Item Note
PKR-CLM-OT-031,Source record,EPH-0741,Tioga Beartrap 2 headset technical campaign,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0741/,INCLUDED — indexed issue text; visual comparison pending.,PreviousPage exposes indexed text for BMX Action Bike — January 1985 — Number 26. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.
PKR-CLM-OT-031,Source record,EPH-0744,A’ME Unitron technical grip campaign,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0744/,INCLUDED — indexed issue text; visual comparison pending.,PreviousPage exposes indexed text for BMX Action Bike — January 1985 — Number 26. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.
PKR-CLM-OT-031,Source record,EPH-0748,A’ME Cam Grip product campaign,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0748/,INCLUDED — indexed issue text; visual comparison pending.,PreviousPage exposes indexed text for BMX Action Bike — January 1985 — Number 26. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.
PKR-CLM-OT-031,Source record,EPH-0758,Skyway T/A and freestyle component technical campaign,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0758/,INCLUDED — indexed issue text; visual comparison pending.,PreviousPage exposes indexed text for BMX Action Bike — January 1985 — Number 26. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.
PKR-CLM-OT-031,Source record,EPH-0779,Raleigh Ultra Burner road and track test,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0779/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0781,Peugeot CPX 101 model announcement,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0781/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0782,Peugeot CPX 150 model announcement,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0782/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0783,Peugeot CPX 600 team model announcement,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0783/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0784,Jacques Laffite Super X updated model profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0784/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0785,Raleigh Burner model profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0785/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0786,Raleigh Tuf Burner model profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0786/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0787,Raleigh Super Burner model profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0787/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0788,Raleigh Pro Burner model profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0788/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0789,Red Line competition model French distribution profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0789/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0791,Cyclo-Car carrier accessory profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0791/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0797,BMX setup guide: handlebar and saddle position,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0797/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0798,"BMX setup guide: grips, brake lever, and crank sizing",https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0798/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0799,BMX setup guide: gearing and tire selection,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0799/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0801,Yamaha BYZ 101 suspension model profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0801/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0802,Yamaha BYZ 201 suspension model profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0802/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0803,Yamaha BYZ 301 race model profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0803/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0804,Yamaha BYZ 401 race model profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0804/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0805,Yamaha BYZ 501 flagship model profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0805/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — July 1982 — Issue 1. This record preserves an issue-specific source occurrence using an English-language paraphrase while retaining original names, model designations, currency, and source context. Page-image comparison remains required before exact-layout quotation, image claims, or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0824,"Entry-level BMX buying guidance around the 1,000-franc threshold",https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0824/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — October 1982 — Issue 2. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0825,French BMX competition-equipment rules technical Q&A,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0825/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — October 1982 — Issue 2. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0828,Motobécane 1983 BMX range overview,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0828/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — October 1982 — Issue 2. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0829,Motobécane BX 14 model profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0829/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — October 1982 — Issue 2. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0830,Motobécane BX 20 model profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0830/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — October 1982 — Issue 2. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0831,Motobécane MX 102 competition model profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0831/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — October 1982 — Issue 2. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0832,Motobécane MX 152 competition model profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0832/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — October 1982 — Issue 2. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0833,Motobécane MX 252 team competition model profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0833/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — October 1982 — Issue 2. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0847,Cinelli lightweight BMX and Sireix family equipment profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0847/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — October 1982 — Issue 2. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0861,Laffite VLX 20 road-and-track test overview,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0861/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — October 1982 — Issue 2. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0862,Laffite VLX 20 equipment and technical specification,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0862/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — October 1982 — Issue 2. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0863,"Laffite VLX 20 safety, braking, and durability assessment",https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0863/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — October 1982 — Issue 2. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0864,Laffite VLX 20 performance and value conclusion,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0864/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — October 1982 — Issue 2. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0884,Home-built Peugeot and Motobécane bicycle-trial machine,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0884/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0885,"BMX price, geometry, wheel-weight, and front-brake technical Q&A",https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0885/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0886,Motobécane MX 30 suspension-removal guidance,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0886/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0899,Gitane Seven EMC model profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0899/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0900,Gitane Race competition model profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0900/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0901,Cizeron Bernard Thévenet BMX range profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0901/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0902,Lejeune RMX 20 model and braking variants,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0902/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0903,"France-Loire Mars, Alcyone, and competition-range development",https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0903/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0904,BH California Star competition BMX profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0904/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0905,BH Running Bull beach-cruiser profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0905/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0906,Esmaltina Ranger Portuguese BMX profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0906/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0908,"Vaterland XM9, XM1000, and BMX 20 range",https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0908/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0909,Schauff sidecar prototype and solo BMX range,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0909/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0910,Jobafa German BMX profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0910/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0911,"Centurion Spider, Force, Professional-Line, and cruiser range",https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0911/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0912,Heidemann Zodic Horn BMX profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0912/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0913,Kalkhoff BMX 1 and Moto One profiles,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0913/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0914,Atala Rizato BMX profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0914/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0915,Cinelli Columbus BMX profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0915/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0916,"Fréjus Super X Competition, Professional, and Action range",https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0916/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0917,Fréjus Super Cruiser profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0917/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0919,Batavus updated BMX Standard and Cross Luxe range,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0919/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0920,EML four-model solo BMX range and sidecar display,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0920/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0921,"Kuwahara E.T. 1, 2, and 3 range",https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0921/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0922,Kuwahara E.T. Pro and Super Pro profiles,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0922/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0923,Diamond Back Silver Streak and Turbo profiles,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0923/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0924,Haro accessories and Huffy Pro Lightning profile,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0924/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
PKR-CLM-OT-031,Source record,EPH-0926,Raleigh Bomber 24 and Bomber 26 cruiser profiles,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0926/,INCLUDED — indexed issue text; visual comparison pending.,"PreviousPage exposes indexed French-language text for Bicross — November 1982 — Issue 3. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging."
