Master ID,Source Stage,Original ID,Object Type,Title,Start Year,End Year,Date Text,Brand / Promoter,Primary Subject,Geography,BMXMuseum Status,Exact Reference ID,Source Role,Evidence / Limitation,Confidence,Rights Code,Research Status,Primary Source URL,Secondary Source URL,Normalized Duplicate Key,Duplicate Group,Canonical Action,Notes,Accessed,Category ID,Primary Category
EPH-0308,v1.2 chronological census,V12-ABMX-0247,Catalog mailer,Robinson 1983 frameset catalog and sticker offer,1983,1983,July 1983,Robinson; Alans BMX Distributors,"Catalog-and-sticker mailer supporting Pro, Expert, Mini, and 24-inch Robinson framesets.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,robinson 1983 frameset catalog and sticker offer july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 22. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0309,v1.2 chronological census,V12-ABMX-0248,Product literature,Clark’s Power-Glide BMX brake-cable advertisement,1983,1983,July 1983,S. J. Clark Cables,Technical product advertisement for Teflon-coated inner wire and nylon-lined BMX brake cable.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,clark s power glide bmx brake cable advertisement july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 22. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0310,v1.2 chronological census,V12-ABMX-0249,Archive collection,NBMXA Derby stadium national race report,1983,1983,July 1983,NBMXA; Derby BMX; BMX Action Bike,"Historical race report covering the new sanction, 420-rider turnout, factory participation, track, and competition.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,nbmxa derby stadium national race report july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 23–26. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0311,v1.2 chronological census,V12-ABMX-0250,Dealer advertisement / price-list lead,ABMX Sales and Swaps coupon,1983,1983,July 1983,BMX Action Bike; UKBMX Publications,Free private classified-sales service with submission rules and a printed coupon.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,abmx sales and swaps coupon july 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 27. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-007,Dealers and distributors
EPH-0312,v1.2 chronological census,V12-ABMX-0251,Contest entry form / promotion,Bob Haro gear caption competition,1983,1983,July 1983,BMX Action Bike; Bob Haro; Haro Designs,Reader caption competition awarding a current Haro racewear set.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,bob haro gear caption competition july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 28. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-004,Contests and promotions
EPH-0313,v1.2 chronological census,V12-ABMX-0252,Product announcement / kit,Sharp Racing Products bottom-bracket boot advertisement,1983,1983,July 1983,Sharp Racing Products,Product advertisement for a color-matched bearing protector intended to reduce bottom-bracket wear.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,sharp racing products bottom bracket boot advertisement july 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 28. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-008,Product announcements and technical material
EPH-0314,v1.2 chronological census,V12-ABMX-0253,Retailer advertisement / price list,Supertune BMX comprehensive July mail-order price list,1983,1983,July 1983,Supertune BMX Racing; GT; Diamond Back; Robinson; Suntour; Oakley,"Large mail-order list covering frames, forks, controls, cranks, wheels, tyres, seats, plates, clothing, and protection.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,supertune bmx comprehensive july mail order price list july 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 29. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0315,v1.2 chronological census,V12-ABMX-0254,Information-pack mailer,"GT Greg Hill poster, stickers, and price-list mailer",1983,1983,July 1983,GT; Greg Hill; GB GT,"Mail-in promotional offer for a Greg Hill color poster, stickers, and GT price list.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,gt greg hill poster stickers and price list mailer july 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 29. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0316,v1.2 chronological census,V12-ABMX-0255,Information-pack mailer,Yamaha Racers free colour-brochure offer,1983,1983,July 1983,Yamaha; Amoco Leisure,Stamped-envelope offer for a free Yamaha BMX racing brochure.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,yamaha racers free colour brochure offer july 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 30. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0317,v1.2 chronological census,V12-ABMX-0256,Product-history object,Raleigh Aero Pro Burner editorial test,1983,1983,July 1983,Raleigh; Tange; BMX Action Bike,"Editorial test documenting the Aero Pro Burner frame, components, geometry, ride behavior, and model context.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,raleigh aero pro burner editorial test july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 31–35. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0318,v1.2 chronological census,V12-ABMX-0257,Product literature,Grease Monkey wheel-maintenance guide,1983,1983,July 1983,BMX Action Bike; Geoff Barraclough,"Technical guide covering punctures, tyre seating, hub adjustment, bearings, spokes, and wheel truing.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,grease monkey wheel maintenance guide july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 36–37. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0319,v1.2 chronological census,V12-ABMX-0258,Archive collection,NBMXA affiliated-club directory,1983,1983,July 1983,NBMXA,Association directory listing affiliated clubs and explaining how additional clubs could join.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,nbmxa affiliated club directory july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 43–44. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0320,v1.2 chronological census,V12-ABMX-0259,Catalog mailer,NBMXA rulebook and membership offer,1983,1983,July 1983,NBMXA,"Mail-order rulebook offer describing race procedures, track dimensions, scrutineering, and club information.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,nbmxa rulebook and membership offer july 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 44. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0321,v1.2 chronological census,V12-ABMX-0260,Retailer advertisement / price list,"Surrey BMX complete-bike, frameset, wheel, and apparel price list",1983,1983,July 1983,Surrey BMX; Kuwahara; GT; Redline; Haro; Skyway; Hutch,"Dealer price list covering complete bikes, frame-and-fork sets, wheels, components, Vans, and apparel.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,surrey bmx complete bike frameset wheel and apparel price list july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 44. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0322,v1.2 chronological census,V12-ABMX-0261,Archive collection,Pete Middleton Weekend Warrior rider profile,1983,1983,July 1983,Pete Middleton; Mongoose; BMX Action Bike,"Career and training profile covering Ace, Mongoose, work constraints, rivalry, team responsibility, and racing philosophy.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,pete middleton weekend warrior rider profile july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 45–49. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0323,v1.2 chronological census,V12-ABMX-0262,Product literature,"Rapido Gold Duster, Black Shadow, and Gladiator advertisement",1983,1983,July 1983,Rapido; Clarkmoor,Brand advertisement promoting three Rapido frame and product models through futuristic construction language.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,rapido gold duster black shadow and gladiator advertisement july 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 50. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0324,v1.2 chronological census,V12-ABMX-0263,Product literature,Haro and Ron Wilton front-wheel-hop instructional feature,1983,1983,July 1983,Bob Haro; Ron Wilton; BMX Action Bike,"Freestyle lesson explaining approach, endo position, lift, repeated hops, landing, and rider context.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,haro and ron wilton front wheel hop instructional feature july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 51–53. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0325,v1.2 chronological census,V12-ABMX-0264,Product announcement / kit,"Hotshot new-products panel: Mushroom grips, Eliminator II helmet, and Johar lever cover",1983,1983,July 1983,Hotshot BMX Racing; Mushroom; Pro-Tec; Johar,"New-products panel introducing grips, a full-face helmet, and a protective brake-lever cover.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,hotshot new products panel mushroom grips eliminator ii helmet and johar lever cover july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 51. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-008,Product announcements and technical material
EPH-0326,v1.2 chronological census,V12-ABMX-0265,Information-pack mailer,Shiner trade decal and sales-sheet offer,1983,1983,July 1983,Shiner; SE Racing; Panda,Trade-only distributor advertisement with stamped-envelope offer for a decal and sales sheet.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,shiner trade decal and sales sheet offer july 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 52. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0327,v1.2 chronological census,V12-ABMX-0266,Retailer advertisement / price list,Sales Cycles Warehouse complete-bike and frameset price advertisement,1983,1983,July 1983,Sales Cycles Warehouse; Kuwahara; Yamaha; Silverfox; Raleigh; Diamond Back,"Multi-brand mail-order advertisement for complete bikes, framesets, wheels, brakes, and components.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,sales cycles warehouse complete bike and frameset price advertisement july 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 53. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0328,v1.2 chronological census,V12-ABMX-0267,Contest entry form / promotion,Huffy Pro-Lightning power-crazy reader giveaway,1983,1983,July 1983,BMX Action Bike; Huffy,Reader competition awarding the previously tested Huffy Pro-Lightning.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,huffy pro lightning power crazy reader giveaway july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 54–55. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-004,Contests and promotions
EPH-0329,v1.2 chronological census,V12-ABMX-0268,Retailer advertisement / price list,Team Henderson July mail-order price list,1983,1983,July 1983,Team Henderson; Tange; Suntour; CW; Oakley; MKS,"Mail-order list for forks, stems, headsets, bars, grips, pedals, chains, seats, plates, books, and protective gear.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,team henderson july mail order price list july 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 54. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0330,v1.2 chronological census,V12-ABMX-0269,Product literature,Hwa Fong BMX tyre-range advertisement,1983,1983,July 1983,Hwa Fong; Landar Components,Product advertisement for colored 1.75- and 2.125-inch BMX tyres with dirt-oriented tread positioning.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,hwa fong bmx tyre range advertisement july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 55. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0331,v1.2 chronological census,V12-ABMX-0270,Product literature,Shimano DX platform-pedal technical advertisement,1983,1983,July 1983,Shimano; Middlemores,"Technical advertisement explaining the DX pedal’s stud pattern, concave platform, and parallelogram profile.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,shimano dx platform pedal technical advertisement july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 57. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0332,v1.2 chronological census,V12-ABMX-0271,Magazine advertisement,Ammaco Mongoose Supergoose III advertisement,1983,1983,July 1983,Ammaco; Mongoose,Period complete-bike brand advertisement for the Supergoose III.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,ammaco mongoose supergoose iii advertisement july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 58. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0333,v1.2 chronological census,V12-ABMX-0272,Product announcement / kit,Trick Stuff July product announcements,1983,1983,July 1983,Johar; Lee Cooper; Tim March; Clark’s; Superline; Kuwahara,"Editorial product roundup covering chrome pads, denim pads, a stadium number plate, Power-Glide cables, foam grips, and a mountain bike.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,trick stuff july product announcements july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 59. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-008,Product announcements and technical material
EPH-0334,v1.2 chronological census,V12-ABMX-0273,Retailer advertisement / price list,City BMX racewear and protective-equipment price advertisement,1983,1983,July 1983,City BMX,"Retail advertisement for race pants, body warmers, gloves, helmets, and chest protectors.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,city bmx racewear and protective equipment price advertisement july 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 60. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0335,v1.2 chronological census,V12-ABMX-0274,Dealer/shop advertisement,Bates Cycles and regional dealer stock advertisement,1983,1983,July 1983,Bates Cycles; Dave Kane Cycles; Conway; Haro; Silverfox; Superfox,"Regional dealer advertisement for bikes, frame-and-fork sets, wheels, parts, mail order, and sponsored riders.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,bates cycles and regional dealer stock advertisement july 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 60. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-007,Dealers and distributors
EPH-0336,v1.2 chronological census,V12-ABMX-0275,Product literature,SportsPlus BMX track-design and landscaping service,1983,1983,July 1983,SportsPlus,Professional service advertisement for BMX track design and landscaping by the NEC track team.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,sportsplus bmx track design and landscaping service july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 61. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0337,v1.2 chronological census,V12-ABMX-0276,Product literature,BMX Video USA professional-action mailer,1983,1983,July 1983,BMX Video; BMX Action Bike,Mail-order VHS or Betamax program featuring professional BMX action from the United States.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,bmx video usa professional action mailer july 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 61. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
